id_pers;sexo;edad;grupo_edad;area;dpto;nivel_edu;quintil_ingreso;uso_internet;fex
8974;Hombre;59;55-64;Urbana;Central;Básica;Q1;1;22
8975;Hombre;15;15-24;Rural;Caaguazú;Media;Q4;1;134
8976;Mujer;30;25-34;Urbana;Asunción;Media;Q5;1;46
8977;Hombre;15;15-24;Urbana;Asunción;Media;Q4;0;74
8978;Mujer;19;15-24;Rural;Concepción;Media;Q3;1;80
8979;Mujer;59;55-64;Rural;San Pedro;Básica;Q3;0;44
8980;Hombre;38;35-44;Rural;Caaguazú;Básica;Q2;0;87
8981;Mujer;17;15-24;Urbana;Alto Paraná;Superior;Q5;1;138
8982;Mujer;24;15-24;Rural;San Pedro;Básica;Q3;1;55
8983;Mujer;21;15-24;Rural;Concepción;Básica;Q3;1;87
8984;Mujer;34;25-34;Urbana;Central;Superior;Q5;1;60
8985;Hombre;38;35-44;Urbana;Caazapá;Media;Q1;0;147
8986;Mujer;69;65+;Urbana;Caaguazú;Básica;Q2;0;48
8987;Hombre;15;15-24;Rural;Concepción;Superior;Q2;1;34
8988;Mujer;34;25-34;Rural;Caaguazú;Básica;Q2;0;38
8989;Mujer;29;25-34;Rural;Central;Media;Q4;1;67
8990;Mujer;52;45-54;Urbana;Caazapá;Media;Q3;1;91
8991;Hombre;41;35-44;Urbana;Central;Media;Q1;0;106
8992;Hombre;45;45-54;Urbana;Central;Media;Q3;1;93
8993;Hombre;41;35-44;Rural;San Pedro;Básica;Q1;1;137
8994;Hombre;18;15-24;Rural;San Pedro;Media;Q4;1;66
8995;Hombre;56;55-64;Urbana;Central;Superior;Q5;1;112
8996;Mujer;49;45-54;Urbana;Central;Básica;Q3;1;54
8997;Hombre;51;45-54;Rural;Caaguazú;Media;Q1;0;108
8998;Mujer;57;55-64;Urbana;Asunción;Básica;Q1;0;140
8999;Hombre;42;35-44;Rural;Concepción;Básica;Q4;0;147
9000;Mujer;61;55-64;Urbana;Central;Superior;Q3;1;114
9001;Mujer;41;35-44;Rural;Concepción;Básica;Q2;0;142
9002;Mujer;31;25-34;Urbana;Central;Básica;Q3;0;108
9003;Mujer;34;25-34;Urbana;Central;Media;Q3;0;145
9004;Hombre;34;25-34;Rural;San Pedro;Básica;Q2;0;136
9005;Mujer;25;25-34;Urbana;Central;Media;Q2;0;33
9006;Hombre;64;55-64;Urbana;Central;Media;Q5;1;81
9007;Hombre;40;35-44;Rural;Caazapá;Media;Q3;0;65
9008;Mujer;36;35-44;Urbana;Asunción;Básica;Q1;0;23
9009;Mujer;41;35-44;Rural;San Pedro;Básica;Q2;0;80
9010;Mujer;80;65+;Urbana;Central;Básica;Q1;0;39
9011;Hombre;15;15-24;Urbana;Alto Paraná;Básica;Q2;0;24
9012;Hombre;19;15-24;Urbana;Alto Paraná;Superior;Q5;1;77
9013;Hombre;15;15-24;Urbana;Central;Superior;Q3;1;50
9014;Hombre;30;25-34;Rural;Caaguazú;Media;Q1;0;141
9015;Hombre;39;35-44;Rural;San Pedro;Media;Q2;0;125
9016;Hombre;26;25-34;Urbana;Alto Paraná;Superior;Q3;1;144
9017;Hombre;25;25-34;Urbana;Asunción;Básica;Q1;0;134
9018;Mujer;37;35-44;Rural;Caazapá;Básica;Q3;0;114
9019;Hombre;25;25-34;Urbana;Itapúa;Media;Q1;1;97
9020;Mujer;40;35-44;Urbana;Caazapá;Superior;Q3;1;28
9021;Hombre;55;55-64;Urbana;Itapúa;Media;Q3;1;54
9022;Mujer;47;45-54;Urbana;Asunción;Media;Q3;0;112
9023;Hombre;50;45-54;Urbana;Central;Media;Q4;1;72
9024;Hombre;54;45-54;Urbana;Asunción;Media;Q5;1;62
9025;Mujer;40;35-44;Urbana;Asunción;Superior;Q4;1;33
9026;Hombre;32;25-34;Rural;San Pedro;Básica;Q1;0;29
9027;Mujer;21;15-24;Urbana;Central;Media;Q2;1;47
9028;Hombre;27;25-34;Urbana;Central;Media;Q2;1;128
9029;Mujer;25;25-34;Urbana;Itapúa;Superior;Q5;1;106
9030;Hombre;48;45-54;Rural;Caaguazú;Básica;Q2;0;64
9031;Hombre;41;35-44;Urbana;Central;Media;Q2;0;27
9032;Mujer;47;45-54;Urbana;Central;Media;Q4;1;44
9033;Hombre;15;15-24;Rural;Caazapá;Básica;Q3;1;78
9034;Mujer;60;55-64;Urbana;Itapúa;Superior;Q5;0;39
9035;Hombre;27;25-34;Urbana;Central;Superior;Q4;1;119
9036;Mujer;15;15-24;Rural;San Pedro;Básica;Q1;1;122
9037;Hombre;27;25-34;Urbana;Asunción;Media;Q2;1;37
9038;Mujer;79;65+;Urbana;Alto Paraná;Media;Q3;1;114
9039;Mujer;28;25-34;Urbana;Central;Media;Q3;1;86
9040;Hombre;29;25-34;Rural;Concepción;Básica;Q3;0;145
9041;Hombre;31;25-34;Urbana;Alto Paraná;Básica;Q1;0;122
9042;Hombre;32;25-34;Rural;Concepción;Media;Q4;0;96
9043;Mujer;20;15-24;Rural;Caazapá;Media;Q4;1;98
9044;Hombre;37;35-44;Urbana;Alto Paraná;Superior;Q4;1;43
9045;Hombre;54;45-54;Rural;Concepción;Básica;Q1;0;136
9046;Hombre;40;35-44;Urbana;Asunción;Superior;Q5;1;92
9047;Hombre;15;15-24;Urbana;Central;Media;Q4;1;94
9048;Mujer;28;25-34;Rural;Caaguazú;Básica;Q4;1;94
9049;Mujer;25;25-34;Urbana;Caaguazú;Superior;Q5;1;55
9050;Mujer;35;35-44;Urbana;Central;Superior;Q5;1;125
9051;Mujer;58;55-64;Rural;Caaguazú;Media;Q4;0;132
9052;Mujer;32;25-34;Rural;Caaguazú;Media;Q2;0;57
9053;Hombre;33;25-34;Urbana;Asunción;Superior;Q5;1;77
9054;Hombre;66;65+;Rural;Caaguazú;Media;Q5;0;43
9055;Mujer;50;45-54;Urbana;Asunción;Superior;Q4;1;51
9056;Mujer;45;45-54;Rural;San Pedro;Básica;Q1;0;63
9057;Mujer;70;65+;Rural;Caaguazú;Básica;Q2;0;137
9058;Hombre;43;35-44;Urbana;Central;Superior;Q5;1;101
9059;Hombre;15;15-24;Urbana;Itapúa;Superior;Q2;1;96
9060;Hombre;49;45-54;Rural;Caazapá;Básica;Q3;0;143
9061;Mujer;15;15-24;Rural;San Pedro;Media;Q4;1;122
9062;Mujer;43;35-44;Urbana;Asunción;Media;Q4;0;22
9063;Mujer;15;15-24;Urbana;Central;Superior;Q5;1;36
9064;Hombre;26;25-34;Urbana;Central;Media;Q5;0;52
9065;Mujer;28;25-34;Urbana;Central;Media;Q2;1;59
9066;Hombre;21;15-24;Rural;Caaguazú;Media;Q2;0;128
9067;Hombre;28;25-34;Urbana;Asunción;Superior;Q4;1;120
9068;Mujer;53;45-54;Rural;Caaguazú;Media;Q1;0;38
9069;Hombre;22;15-24;Rural;Caaguazú;Superior;Q4;1;89
9070;Hombre;44;35-44;Rural;Caaguazú;Básica;Q1;0;34
9071;Mujer;17;15-24;Urbana;Central;Básica;Q3;1;42
9072;Mujer;31;25-34;Rural;San Pedro;Media;Q3;0;51
9073;Hombre;40;35-44;Rural;San Pedro;Superior;Q5;1;137
9074;Mujer;17;15-24;Urbana;Central;Media;Q2;1;67
9075;Hombre;15;15-24;Urbana;Asunción;Básica;Q1;0;139
9076;Mujer;43;35-44;Rural;San Pedro;Básica;Q1;0;117
9077;Mujer;55;55-64;Urbana;Asunción;Media;Q2;1;117
9078;Mujer;33;25-34;Rural;Caaguazú;Media;Q2;0;124
9079;Mujer;26;25-34;Urbana;Alto Paraná;Básica;Q1;0;32
9080;Hombre;37;35-44;Urbana;Asunción;Media;Q3;1;125
9081;Hombre;35;35-44;Urbana;Asunción;Superior;Q4;1;52
9082;Hombre;39;35-44;Urbana;Central;Básica;Q1;0;147
9083;Hombre;15;15-24;Urbana;Central;Superior;Q2;1;130
9084;Mujer;15;15-24;Urbana;Central;Media;Q5;1;149
9085;Hombre;19;15-24;Urbana;Asunción;Media;Q2;0;141
9086;Hombre;37;35-44;Urbana;Central;Básica;Q1;0;66
9087;Hombre;38;35-44;Urbana;Asunción;Media;Q3;0;142
9088;Mujer;46;45-54;Rural;Concepción;Básica;Q3;0;62
9089;Hombre;39;35-44;Urbana;Alto Paraná;Superior;Q4;0;105
9090;Mujer;15;15-24;Rural;Concepción;Media;Q3;1;126
9091;Hombre;61;55-64;Rural;Caaguazú;Básica;Q2;0;69
9092;Hombre;57;55-64;Urbana;Alto Paraná;Superior;Q5;1;46
9093;Hombre;15;15-24;Urbana;Itapúa;Básica;Q1;1;136
9094;Mujer;40;35-44;Rural;San Pedro;Superior;Q4;1;33
9095;Mujer;24;15-24;Rural;San Pedro;Básica;Q4;1;67
9096;Mujer;37;35-44;Urbana;Alto Paraná;Media;Q3;1;90
9097;Hombre;53;45-54;Rural;Concepción;Básica;Q2;0;124
9098;Hombre;73;65+;Urbana;Central;Media;Q2;0;132
9099;Mujer;48;45-54;Urbana;Itapúa;Media;Q4;0;86
9100;Hombre;40;35-44;Urbana;Asunción;Media;Q2;1;94
9101;Mujer;28;25-34;Urbana;Central;Básica;Q1;0;130
9102;Mujer;38;35-44;Rural;San Pedro;Media;Q3;0;80
9103;Hombre;59;55-64;Rural;San Pedro;Media;Q3;0;92
9104;Mujer;34;25-34;Urbana;Asunción;Media;Q5;1;22
9105;Hombre;19;15-24;Urbana;Central;Media;Q2;1;143
9106;Hombre;15;15-24;Urbana;Central;Media;Q3;1;93
9107;Hombre;44;35-44;Urbana;Asunción;Básica;Q1;0;114
9108;Mujer;39;35-44;Urbana;Central;Superior;Q5;1;52
9109;Hombre;23;15-24;Urbana;Central;Media;Q3;1;105
9110;Mujer;53;45-54;Urbana;Asunción;Media;Q4;1;79
9111;Mujer;27;25-34;Urbana;Asunción;Media;Q3;1;34
9112;Mujer;32;25-34;Rural;San Pedro;Media;Q3;1;127
9113;Mujer;34;25-34;Rural;Concepción;Media;Q3;1;129
9114;Hombre;28;25-34;Urbana;Central;Media;Q3;1;28
9115;Hombre;39;35-44;Urbana;Central;Superior;Q5;1;70
9116;Hombre;55;55-64;Urbana;Asunción;Media;Q3;1;56
9117;Mujer;15;15-24;Urbana;Itapúa;Básica;Q3;1;87
9118;Mujer;43;35-44;Rural;Caaguazú;Básica;Q2;0;83
9119;Mujer;38;35-44;Rural;Concepción;Media;Q5;1;105
9120;Mujer;37;35-44;Urbana;Asunción;Media;Q2;0;52
9121;Mujer;50;45-54;Urbana;Central;Media;Q2;1;48
9122;Hombre;35;35-44;Rural;Caaguazú;Básica;Q1;0;114
9123;Mujer;43;35-44;Urbana;Alto Paraná;Media;Q2;1;146
9124;Mujer;47;45-54;Urbana;Central;Superior;Q4;1;143
9125;Hombre;25;25-34;Rural;Caaguazú;Básica;Q1;0;122
9126;Mujer;40;35-44;Urbana;Asunción;Media;Q5;1;28
9127;Hombre;30;25-34;Urbana;Caaguazú;Media;Q3;1;50
9128;Mujer;32;25-34;Urbana;Asunción;Media;Q3;1;109
9129;Mujer;29;25-34;Rural;San Pedro;Superior;Q5;1;58
9130;Mujer;43;35-44;Rural;Caaguazú;Básica;Q1;0;71
9131;Hombre;36;35-44;Urbana;Central;Básica;Q3;0;143
9132;Mujer;42;35-44;Urbana;Asunción;Superior;Q4;1;31
9133;Mujer;34;25-34;Urbana;Alto Paraná;Media;Q2;1;131
9134;Hombre;15;15-24;Urbana;Central;Superior;Q5;1;26
9135;Mujer;35;35-44;Urbana;Central;Superior;Q4;1;63
9136;Mujer;36;35-44;Urbana;Caazapá;Media;Q4;1;92
9137;Mujer;39;35-44;Urbana;Central;Básica;Q3;0;66
9138;Hombre;24;15-24;Rural;Concepción;Básica;Q3;0;144
9139;Hombre;15;15-24;Urbana;Central;Media;Q5;1;85
9140;Mujer;46;45-54;Urbana;Central;Media;Q3;1;115
9141;Hombre;30;25-34;Urbana;Asunción;Superior;Q5;1;111
9142;Hombre;38;35-44;Rural;Concepción;Media;Q2;1;128
9143;Mujer;29;25-34;Urbana;Itapúa;Básica;Q3;1;132
9144;Mujer;34;25-34;Urbana;Asunción;Superior;Q4;1;80
9145;Mujer;26;25-34;Rural;Concepción;Básica;Q2;0;132
9146;Hombre;17;15-24;Rural;Caaguazú;Media;Q5;1;104
9147;Hombre;43;35-44;Rural;San Pedro;Básica;Q3;0;109
9148;Hombre;24;15-24;Urbana;Itapúa;Básica;Q4;1;42
9149;Hombre;37;35-44;Urbana;Asunción;Superior;Q4;1;51
9150;Mujer;42;35-44;Rural;San Pedro;Básica;Q1;0;109
9151;Mujer;24;15-24;Urbana;Itapúa;Media;Q5;1;54
9152;Mujer;15;15-24;Urbana;Central;Media;Q3;1;83
9153;Hombre;78;65+;Rural;Caaguazú;Básica;Q3;0;83
9154;Mujer;25;25-34;Rural;Concepción;Media;Q4;1;50
9155;Hombre;46;45-54;Rural;San Pedro;Media;Q5;1;93
9156;Hombre;69;65+;Rural;San Pedro;Básica;Q2;0;93
9157;Mujer;49;45-54;Urbana;Caazapá;Media;Q4;1;36
9158;Mujer;29;25-34;Rural;San Pedro;Media;Q2;0;69
9159;Mujer;33;25-34;Urbana;Central;Media;Q5;1;67
9160;Hombre;20;15-24;Rural;San Pedro;Media;Q2;1;93
9161;Mujer;50;45-54;Urbana;Itapúa;Media;Q1;0;117
9162;Mujer;45;45-54;Urbana;Caaguazú;Superior;Q5;1;22
9163;Mujer;25;25-34;Urbana;Asunción;Media;Q4;1;37
9164;Hombre;16;15-24;Urbana;Central;Media;Q4;1;59
9165;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q3;1;125
9166;Mujer;52;45-54;Urbana;Alto Paraná;Media;Q4;1;82
9167;Mujer;37;35-44;Urbana;Central;Media;Q4;1;86
9168;Hombre;38;35-44;Urbana;Asunción;Media;Q4;1;73
9169;Hombre;20;15-24;Urbana;Central;Media;Q3;1;73
9170;Hombre;15;15-24;Urbana;Alto Paraná;Media;Q4;1;147
9171;Hombre;52;45-54;Urbana;Caazapá;Media;Q5;1;136
9172;Mujer;35;35-44;Rural;Caaguazú;Media;Q5;1;114
9173;Hombre;51;45-54;Urbana;Asunción;Superior;Q2;0;62
9174;Hombre;28;25-34;Urbana;Asunción;Superior;Q3;1;86
9175;Hombre;30;25-34;Urbana;Itapúa;Superior;Q1;1;109
9176;Hombre;47;45-54;Rural;Caaguazú;Media;Q3;0;71
9177;Hombre;48;45-54;Rural;Concepción;Básica;Q2;0;88
9178;Mujer;49;45-54;Urbana;Central;Media;Q3;1;38
9179;Mujer;29;25-34;Rural;Caazapá;Básica;Q2;0;32
9180;Hombre;46;45-54;Rural;San Pedro;Media;Q3;1;41
9181;Hombre;54;45-54;Rural;Caaguazú;Básica;Q1;0;118
9182;Hombre;33;25-34;Urbana;Itapúa;Superior;Q4;1;44
9183;Hombre;25;25-34;Rural;Caaguazú;Media;Q1;0;140
9184;Mujer;59;55-64;Urbana;Asunción;Superior;Q5;1;67
9185;Mujer;23;15-24;Rural;San Pedro;Media;Q3;1;41
9186;Mujer;46;45-54;Rural;San Pedro;Media;Q4;0;127
9187;Mujer;33;25-34;Rural;Itapúa;Media;Q3;0;79
9188;Hombre;15;15-24;Urbana;Asunción;Media;Q4;1;70
9189;Mujer;55;55-64;Rural;Caazapá;Básica;Q2;0;62
9190;Mujer;15;15-24;Urbana;Asunción;Básica;Q1;1;62
9191;Mujer;15;15-24;Urbana;Asunción;Básica;Q2;1;106
9192;Hombre;44;35-44;Urbana;Itapúa;Superior;Q3;1;90
9193;Mujer;44;35-44;Rural;Caazapá;Básica;Q2;0;80
9194;Mujer;23;15-24;Urbana;Asunción;Superior;Q5;1;78
9195;Mujer;37;35-44;Urbana;Asunción;Básica;Q2;0;38
9196;Hombre;15;15-24;Urbana;Central;Superior;Q5;1;127
9197;Mujer;47;45-54;Urbana;Asunción;Media;Q2;0;140
9198;Mujer;39;35-44;Rural;Central;Básica;Q1;0;124
9199;Mujer;34;25-34;Rural;Caaguazú;Básica;Q1;0;78
9200;Mujer;35;35-44;Urbana;Central;Superior;Q4;1;146
9201;Mujer;43;35-44;Rural;San Pedro;Básica;Q2;0;100
9202;Hombre;34;25-34;Rural;San Pedro;Media;Q3;0;120
9203;Mujer;15;15-24;Rural;Caaguazú;Media;Q4;0;116
9204;Hombre;74;65+;Rural;San Pedro;Básica;Q3;0;112
9205;Mujer;56;55-64;Rural;Concepción;Básica;Q2;0;103
9206;Hombre;15;15-24;Rural;Concepción;Media;Q3;1;47
9207;Mujer;28;25-34;Urbana;Asunción;Media;Q2;1;58
9208;Mujer;30;25-34;Urbana;Central;Superior;Q4;1;135
9209;Mujer;54;45-54;Rural;Caazapá;Básica;Q1;0;43
9210;Mujer;15;15-24;Urbana;Central;Media;Q4;1;39
9211;Mujer;26;25-34;Urbana;San Pedro;Media;Q4;1;56
9212;Mujer;15;15-24;Urbana;Asunción;Media;Q3;1;67
9213;Hombre;29;25-34;Urbana;Central;Media;Q1;1;91
9214;Hombre;26;25-34;Urbana;Asunción;Superior;Q5;1;98
9215;Hombre;36;35-44;Rural;Itapúa;Media;Q2;0;122
9216;Hombre;24;15-24;Rural;San Pedro;Media;Q5;0;29
9217;Mujer;21;15-24;Urbana;Central;Media;Q4;1;47
9218;Mujer;46;45-54;Urbana;Alto Paraná;Media;Q3;1;85
9219;Mujer;43;35-44;Urbana;Itapúa;Superior;Q2;1;52
9220;Hombre;44;35-44;Urbana;Itapúa;Superior;Q5;0;133
9221;Hombre;31;25-34;Urbana;Central;Media;Q4;1;103
9222;Mujer;24;15-24;Rural;Concepción;Básica;Q1;0;83
9223;Mujer;32;25-34;Rural;Caaguazú;Superior;Q5;1;20
9224;Hombre;44;35-44;Urbana;Central;Media;Q4;1;131
9225;Mujer;15;15-24;Urbana;Central;Superior;Q4;1;79
9226;Mujer;42;35-44;Rural;Concepción;Media;Q1;1;89
9227;Hombre;40;35-44;Rural;Caaguazú;Básica;Q1;0;110
9228;Mujer;36;35-44;Rural;Caazapá;Básica;Q1;0;141
9229;Hombre;32;25-34;Urbana;Asunción;Media;Q1;1;40
9230;Mujer;15;15-24;Urbana;Central;Superior;Q3;1;29
9231;Hombre;27;25-34;Urbana;Central;Media;Q2;1;35
9232;Hombre;67;65+;Urbana;Asunción;Media;Q2;0;116
9233;Mujer;35;35-44;Rural;San Pedro;Superior;Q5;1;36
9234;Hombre;29;25-34;Urbana;Asunción;Básica;Q2;1;85
9235;Mujer;35;35-44;Rural;Alto Paraná;Media;Q3;0;111
9236;Hombre;41;35-44;Urbana;Itapúa;Media;Q3;1;112
9237;Hombre;46;45-54;Rural;San Pedro;Básica;Q1;0;72
9238;Hombre;30;25-34;Urbana;Central;Básica;Q3;1;110
9239;Mujer;42;35-44;Urbana;Central;Media;Q3;1;143
9240;Mujer;65;65+;Urbana;Central;Básica;Q2;0;23
9241;Hombre;53;45-54;Urbana;Asunción;Media;Q5;0;107
9242;Mujer;77;65+;Rural;Asunción;Media;Q4;1;87
9243;Mujer;23;15-24;Urbana;Itapúa;Media;Q3;1;47
9244;Mujer;65;65+;Rural;San Pedro;Media;Q5;1;60
9245;Mujer;20;15-24;Urbana;Central;Media;Q5;1;128
9246;Mujer;41;35-44;Urbana;Asunción;Básica;Q4;0;96
9247;Hombre;48;45-54;Rural;Caaguazú;Básica;Q1;0;21
9248;Hombre;25;25-34;Rural;Caazapá;Básica;Q4;0;145
9249;Hombre;36;35-44;Urbana;Central;Superior;Q5;1;106
9250;Hombre;51;45-54;Rural;Caaguazú;Básica;Q2;0;77
9251;Hombre;22;15-24;Urbana;San Pedro;Media;Q2;1;112
9252;Mujer;65;65+;Urbana;Alto Paraná;Superior;Q3;0;46
9253;Hombre;15;15-24;Rural;San Pedro;Media;Q1;1;53
9254;Hombre;69;65+;Urbana;Central;Superior;Q4;1;39
9255;Mujer;53;45-54;Urbana;Alto Paraná;Básica;Q1;0;71
9256;Hombre;33;25-34;Rural;San Pedro;Básica;Q1;0;137
9257;Hombre;27;25-34;Urbana;Asunción;Media;Q5;1;70
9258;Hombre;25;25-34;Urbana;Itapúa;Básica;Q3;0;57
9259;Mujer;32;25-34;Urbana;Asunción;Media;Q3;1;111
9260;Hombre;34;25-34;Rural;Concepción;Media;Q4;1;133
9261;Hombre;57;55-64;Rural;Caaguazú;Media;Q4;0;51
9262;Mujer;70;65+;Urbana;Alto Paraná;Básica;Q1;0;125
9263;Mujer;38;35-44;Rural;Caazapá;Básica;Q2;1;59
9264;Mujer;19;15-24;Urbana;San Pedro;Superior;Q5;1;52
9265;Mujer;25;25-34;Rural;San Pedro;Básica;Q1;0;81
9266;Hombre;31;25-34;Rural;Caaguazú;Superior;Q4;1;28
9267;Hombre;16;15-24;Rural;Caaguazú;Media;Q3;1;132
9268;Hombre;15;15-24;Urbana;Itapúa;Superior;Q5;1;133
9269;Hombre;72;65+;Rural;San Pedro;Media;Q2;0;108
9270;Hombre;40;35-44;Urbana;Asunción;Media;Q4;1;59
9271;Hombre;20;15-24;Urbana;Asunción;Superior;Q4;1;41
9272;Mujer;49;45-54;Urbana;Central;Media;Q4;1;110
9273;Mujer;15;15-24;Urbana;Central;Media;Q5;1;33
9274;Hombre;15;15-24;Urbana;Central;Media;Q5;1;73
9275;Mujer;20;15-24;Urbana;Asunción;Media;Q4;1;31
9276;Hombre;64;55-64;Urbana;Alto Paraná;Básica;Q1;0;75
9277;Hombre;30;25-34;Rural;Concepción;Básica;Q3;1;37
9278;Mujer;15;15-24;Urbana;Central;Media;Q4;0;24
9279;Hombre;56;55-64;Urbana;Central;Superior;Q5;1;78
9280;Hombre;29;25-34;Urbana;Alto Paraná;Media;Q5;1;93
9281;Hombre;15;15-24;Rural;San Pedro;Básica;Q1;0;77
9282;Mujer;29;25-34;Urbana;Itapúa;Media;Q4;1;42
9283;Mujer;44;35-44;Urbana;Asunción;Básica;Q1;0;30
9284;Hombre;42;35-44;Urbana;Itapúa;Media;Q3;0;36
9285;Mujer;67;65+;Rural;Concepción;Media;Q3;0;114
9286;Mujer;19;15-24;Urbana;Central;Media;Q3;0;22
9287;Mujer;35;35-44;Urbana;Asunción;Media;Q4;0;132
9288;Mujer;22;15-24;Rural;Asunción;Media;Q4;1;129
9289;Hombre;15;15-24;Urbana;Asunción;Básica;Q2;1;134
9290;Hombre;50;45-54;Urbana;Alto Paraná;Media;Q5;1;134
9291;Mujer;43;35-44;Urbana;Itapúa;Superior;Q5;1;106
9292;Mujer;40;35-44;Rural;San Pedro;Media;Q5;0;130
9293;Mujer;42;35-44;Urbana;Itapúa;Básica;Q3;0;114
9294;Mujer;22;15-24;Urbana;Central;Media;Q3;1;59
9295;Mujer;16;15-24;Urbana;Central;Media;Q3;1;118
9296;Mujer;35;35-44;Rural;Asunción;Básica;Q3;0;100
9297;Mujer;55;55-64;Urbana;Central;Superior;Q5;1;23
9298;Mujer;63;55-64;Urbana;Central;Básica;Q2;0;122
9299;Mujer;49;45-54;Rural;Concepción;Básica;Q3;0;133
9300;Hombre;35;35-44;Rural;Caaguazú;Básica;Q3;0;87
9301;Hombre;39;35-44;Rural;San Pedro;Superior;Q4;0;83
9302;Mujer;35;35-44;Urbana;Asunción;Superior;Q5;1;75
9303;Mujer;16;15-24;Urbana;Asunción;Superior;Q5;1;113
9304;Mujer;35;35-44;Urbana;Asunción;Media;Q2;1;48
9305;Mujer;15;15-24;Urbana;Alto Paraná;Superior;Q5;1;120
9306;Hombre;32;25-34;Rural;San Pedro;Media;Q4;1;58
9307;Hombre;64;55-64;Rural;Caaguazú;Básica;Q1;0;53
9308;Mujer;49;45-54;Urbana;Central;Superior;Q4;0;125
9309;Hombre;18;15-24;Rural;Central;Media;Q4;1;42
9310;Hombre;33;25-34;Rural;Caaguazú;Superior;Q1;0;132
9311;Hombre;19;15-24;Rural;Concepción;Media;Q3;1;147
9312;Hombre;33;25-34;Rural;Caaguazú;Media;Q3;0;61
9313;Mujer;53;45-54;Urbana;Asunción;Superior;Q5;1;140
9314;Hombre;46;45-54;Urbana;Asunción;Media;Q4;1;93
9315;Mujer;79;65+;Urbana;Central;Superior;Q4;1;53
9316;Hombre;56;55-64;Urbana;Asunción;Media;Q5;1;78
9317;Mujer;38;35-44;Urbana;Central;Superior;Q5;1;124
9318;Hombre;47;45-54;Urbana;Central;Superior;Q5;1;106
9319;Mujer;31;25-34;Urbana;Alto Paraná;Superior;Q3;1;84
9320;Mujer;15;15-24;Urbana;Asunción;Superior;Q5;1;53
9321;Hombre;58;55-64;Urbana;Central;Media;Q3;1;114
9322;Mujer;53;45-54;Urbana;Asunción;Media;Q3;1;60
9323;Mujer;30;25-34;Urbana;Alto Paraná;Básica;Q1;0;63
9324;Hombre;39;35-44;Urbana;Central;Básica;Q2;0;117
9325;Hombre;57;55-64;Urbana;Central;Media;Q3;0;92
9326;Mujer;50;45-54;Rural;Caazapá;Media;Q4;0;44
9327;Mujer;15;15-24;Urbana;Central;Básica;Q1;1;109
9328;Hombre;39;35-44;Urbana;Asunción;Media;Q4;1;53
9329;Hombre;31;25-34;Urbana;Itapúa;Media;Q4;0;118
9330;Mujer;55;55-64;Urbana;Central;Superior;Q1;0;82
9331;Mujer;53;45-54;Rural;Concepción;Media;Q4;0;97
9332;Mujer;58;55-64;Urbana;Central;Básica;Q1;1;98
9333;Hombre;15;15-24;Rural;San Pedro;Media;Q4;0;39
9334;Mujer;20;15-24;Rural;Concepción;Básica;Q2;0;104
9335;Hombre;55;55-64;Urbana;Asunción;Media;Q3;1;132
9336;Hombre;24;15-24;Urbana;Itapúa;Básica;Q1;0;135
9337;Mujer;15;15-24;Urbana;Central;Superior;Q4;1;109
9338;Mujer;44;35-44;Urbana;Asunción;Básica;Q1;0;145
9339;Hombre;25;25-34;Rural;Caaguazú;Media;Q5;1;97
9340;Hombre;67;65+;Urbana;Alto Paraná;Media;Q4;1;53
9341;Mujer;40;35-44;Urbana;Itapúa;Básica;Q5;1;105
9342;Mujer;37;35-44;Urbana;Central;Básica;Q3;0;138
9343;Mujer;28;25-34;Urbana;Asunción;Media;Q5;1;66
9344;Mujer;63;55-64;Rural;Caaguazú;Media;Q3;0;54
9345;Hombre;41;35-44;Urbana;Alto Paraná;Básica;Q1;0;145
9346;Mujer;27;25-34;Urbana;Central;Superior;Q5;1;119
9347;Mujer;20;15-24;Urbana;Central;Media;Q2;1;26
9348;Mujer;33;25-34;Urbana;Central;Media;Q3;1;92
9349;Mujer;17;15-24;Urbana;Itapúa;Básica;Q3;1;50
9350;Mujer;53;45-54;Urbana;Central;Superior;Q4;1;57
9351;Hombre;15;15-24;Urbana;Asunción;Media;Q2;1;31
9352;Hombre;32;25-34;Urbana;Asunción;Básica;Q1;0;50
9353;Mujer;45;45-54;Urbana;Asunción;Media;Q5;1;85
9354;Hombre;41;35-44;Urbana;San Pedro;Media;Q5;1;30
9355;Hombre;22;15-24;Urbana;Alto Paraná;Media;Q4;1;135
9356;Mujer;46;45-54;Urbana;Alto Paraná;Básica;Q3;0;120
9357;Mujer;19;15-24;Rural;Caaguazú;Superior;Q2;1;69
9358;Hombre;34;25-34;Urbana;Central;Media;Q2;0;36
9359;Mujer;46;45-54;Rural;San Pedro;Superior;Q4;1;149
9360;Mujer;43;35-44;Rural;Concepción;Básica;Q1;0;93
9361;Mujer;22;15-24;Urbana;Alto Paraná;Media;Q3;1;74
9362;Mujer;56;55-64;Rural;San Pedro;Superior;Q3;1;45
9363;Hombre;36;35-44;Rural;San Pedro;Básica;Q2;0;46
9364;Hombre;48;45-54;Urbana;Asunción;Media;Q1;1;123
9365;Hombre;62;55-64;Rural;San Pedro;Básica;Q1;0;87
9366;Mujer;55;55-64;Urbana;Alto Paraná;Superior;Q5;1;147
9367;Mujer;55;55-64;Urbana;Central;Básica;Q1;0;143
